Name,Label
Go to a Nightclub,0
Attend a Community Talent Show,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Spend time decorating personal workspace with non-work-related items.,0
Join a Potluck,0
Visit a Putt-Putt Golf Course,0
Spend hours perfecting presentation slides with unnecessary animations.,0
Create a virtual book club,0
Faculty Office Hours Meeting,1
Go to a Drive-In Movie,0
Attend a Masquerade Ball,0
Encourage a healthy work-life balance among colleagues.,1
Attend a Paper Making Workshop,0
Educational Conference Call,1
Attend Meeting for Continuous Improvement,1
Submit Your Logbook,1
Bangkit Live Session #2 2024,0
Focus excessively on grades rather than learning outcomes.,0
Go to a Magic Show,0
Attend a meeting with Fundraising Committee,0
Convention Planning exhibitor list,1
Educational Tour,1
Meeting Management agenda creation,1
Spend hours trying to find the perfect study playlist instead of studying.,0
Professional Association membership renewal,1
Spend hours scrolling through memes instead of studying.,0
Linguistics phonetics transcription,1
Review Emails from client and Respond,1
Spend excessive time perfecting the design of presentation slides.,0
Visit a Pumpkin Patch,0
Ceramics kiln log,1
Posting my photos to Instagram,0
Plan a new hobby,0
Create a scrapbook,0
Go Stargazing,0
Spend excessive time on extracurricular activities at the expense of academics.,0
Go on a Hike,0
Spend time excessively adjusting office lighting or temperature.,0
Plan a BBQ party,0
Create a personal website,0
Attend a Charity Ball,0
Shopping Trip,0
Plan a costume day,0
nail care at beauty salon,0
Organizational Communication audit,1
Weekly Consultation 8 - ML-66,1
Internship Report weekly log,1
Assignment: Assignment - Critical Thinking and Problem Solving,1
Public Speaking Workshop,1
Demonstrate adaptability in navigating changes within the organization.,1
Academic Success Workshop,1
Join a Foodie Tour,0
Brainstorm New Sales Strategies with Sales Team,1
Plan a photo shoot,0
Spend time engaging in personal hobbies or interests during work hours.,0
Visit a Craft Workshop,0
Standards Development guideline drafting,1
Develop a portfolio showcasing skills and projects completed during Bangkit program.,1
Organize a carpool schedule,0
Machine Learning data preprocessing,1
Organize a yard sale,0
Library Research,1
Create a gratitude journal,0
ILT-ML-03-BK Machine Learning Fundamentals: Exploring Supervised Techniques,1
Overcommit to Bangkit community events without considering workload.,0
Utilize technology and tools to streamline workflow processes.,1
Uphold the company's values and ethical standards in all actions,1
Visit a Henna Art Workshop,0
Playing video games until midnight,0
Go Zip Lining,0
Media Production script breakdown,1
Go to a Retro Car Show,0
Design meeting for Website Revamp,1
Participate in a Food Challenge,0
Participate in study abroad programs to gain cultural experiences.,1
Weekly Client Consultation about the project,1
Create a photo book,0
Study in Cafe,0
Create a personal manifesto,0
Certification exam study,1
Set academic goals and track progress.,1
Environmental Science fieldwork report,1
Maintain a positive attitude even in challenging situations.,1
Organize a puzzle competition,0
Project Meeting,1
Volunteer for tech-related events or organizations.,1
Collaborate with Team to solve the problem on the application,1
Assignment: Online Learning #01 - Google IT Automation with Python,1
Create a virtual book club,0
Materials Science stress testing,1
Tech Team Meeting to Address Development Roadblocks,1
Student Advisory Council Meeting,1
Graduate Research Fellowship,1
Research Session,1
Go to a Wildlife Safari,0
Attend a Local Film Festival,0
Plan a community potluck,0
Career Fair,1
Actively contribute to Bangkit's community projects and initiatives.,1
Organize a hiking trip,0
Team Meeting,1
Attend a Themed Costume Party,0
Peer Review Session,1
Plan a storytelling session,0
Apprenticeship Journal skill development tracking,1
Go to a Bicycle Parade,0
Spend excessive time perfecting the color scheme of study materials.,0
Visit a Lighthouse,0
Spend time engaging in online debates about coding languages or frameworks.,0
Stay informed about industry best practices and emerging trends.,1
Organize a bake-off,0
Rearrange the living room furniture,0
Entrepreneurship business model canvas,1
Go to a Dog Agility Show,0
Going to Karaoke with my friends,0
Visit a Folk Music Festival,0
Go to an Arcade,0
Graduate Research Day,1
Visit a Bird Sanctuary,0
Go to a Flea Market Flip,0
Foster a culture of creativity and innovation within the team.,1
Risk Management mitigation plan,1
Create a virtual tour,0
Participate in a Rave,0
Focus excessively on children's academic performance at the expense of their mental health.,0
Operations Management process flowchart,1
Visit a Fair Trade Market,0
Visit a Historical Landmark,0
Create a DIY candle,0
Play Trivia Night,0
Create a music video,0
Attend Faculty Professional Development Workshop,0
Seek feedback from mentors and peers to improve technical skills.,1
Skills Assessment Workshop,1
Plan a fashion lookbook,0
Sociology field study,1
Plan a surprise visit,0
Presenting in Internal Meetings and Pitches,1
Collaborate with Research Team on Climate Change Study,1
Procrastinate on starting assignments until the last minute.,0
Dinner with Parents at restaurant,0
Honors Society Induction,1
Collaboration Meeting with QA Team for Testing Strategies,1
Business plan presentation,1
Create a DIY face mask,0
Meeting with Real Estate Client to Review Property Transactions,1
Create a DIY bath bomb,0
Graduate School Visit,1
Spend time researching tech companies without focusing on skill development.,0
Digital Communication content calendar,1
Spend excessive time debating trivial decisions with colleagues.,0
Create a video montage,0
[Non-Mandatory] Radio Bangkit #6,0
Foster a culture of trust and respect among team members.,1
Create a language exchange,0
Nonprofit Management mission statement,1
Have a Picnic,0
Go to a Trampoline Park,0
Faculty Office Hours,1
Visit a Christmas Market,0
Code Review Session for Recent Pull Requests with the team,1
Overanalyze coding interview questions instead of practicing solutions.,0
Visit a Food Truck Festival,0
Plan a costume party,0
Participate in a Food Challenge,0
Join a Cooking Class,0
Graduate Fellowship Meeting,1
Organize a coffee date,0
Team Meeting,1
Go to a Harvest Celebration,0
Foster a love for learning through educational activities and experiences.,1
Research Presentation Workshop,1
Heritage Management preservation plan,1
Join a Potluck,0
Microbiology culture identification,1
Organize pantry,0
Outreach Program impact report,1
Create a video montage,0
Work on Group Project with Classmates,1
Organize a meditation circle,0
Create a comic strip,0
Create a garden journal,0
Marine Biology species cataloging,1
Accounting workbook exercises,1
Presentation Preparation,1
Radio Bangkit Session #9,0
Go to a Fringe Festival,0
Develop effective time management skills.,1
Community Outreach,1
Watch a documentary about ancient history on TV,0
Attend Music Festival,0
Overanalyze coding assignments instead of breaking them down into manageable tasks.,0
Weekly Consultation 16 - ML-66,1
Spend excessive time planning personal events during work hours.,0
Go Bowling,0
Experiment with nail art,0
Plan a musical jam session,0
Organize a swap meet,0
"ILT-SS-03-BE Stress Management, Adaptability, and Resilience",1
Facetime a friend and catch up for a bit,0
Attend a Haunted House,0
Assignment: Assignment - Professional Branding & Networking,1
Overspend on unnecessary educational gadgets or materials.,0
Science Fair,1
Maintain confidentiality and discretion when handling sensitive information.,1
Student Government Meeting,1
Spend excessive time perfecting the formatting of assignments.,0
Visit a Haunted Asylum,0
Spend time planning elaborate personal projects unrelated to Bangkit curriculum.,0
Research Discussion Group,1
Present Financial Analysis Findings to Senior Management in the weekly meeting,1
Research Industry Trends with the Research and Development Team,1
360 feedback submission deadline for product track,1
Research Fellowship Application,1
Faculty Advising Session,1
[Mandatory] Bangkit 2024: Capstone Briefing #1,1
Review Financial Models and Sensitivity Analysis,1
Organize a book swap,0
Go to a Flea Market,0
Weekly Consultation 4 - ML-66,1
Attending a class in college,1
Webinar Hosting platform setup,1
Embrace change as an opportunity for personal and professional growth.,1
Plan a bonfire night,0
Nanotechnology particle study,1
Visit a Henna Art Workshop,0
Spend excessive time browsing social media during work hours.,0
Stay organized with effective time management strategies.,1
Spend excessive time rearranging office furniture for aesthetic purposes.,0
Attend a Soapbox Race,0
Organize a letter-writing campaign,0
Group Project Meeting,1
Organize a star-gazing event,0
Plan a themed brunch,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Provide emotional support to children during challenging times.,1
Teaching Assistant Training,1
Plan a DIY candle-making,0
Participate in a Flash Sale,0
Attend a Monster Truck Rally,0
Organize a fitness challenge,0
Participate in Due Diligence Process for Potential Investments,1
Graphic Design project critique,1
Study Group,1
Plan a pet adoption event,0
Create a mood board party,0
Create Packaging Designs for Product Launch,1
Maintain professionalism in all interactions with clients and stakeholders.,1
Shopping Trip,0
Visit a Hot Springs,0
Music Recital,1
Organize digital files,0
Licensing requirement review,1
Academic Conference,1
Organize a writing contest,0
Create a photo book,0
Go to a Local Cheese Tasting,0
Mental Health Workshop,1
Create a study playlist,0
Graduation Ceremony,1
Visit a Steam Train Ride,0
Experiment with nail art,0
Go to a Retro Arcade,0
Redesign room layout,0
ILT-SS-05-BA Project Management,1
Create a weekly vlog,0
Have a Picnic,0
Astronomy observation log,1
Create a workout playlist,0
Complete assigned projects and assignments promptly.,1
Attend a Swing Dance,0
Attend parent-teacher conferences and school events.,1
Plan a DIY jewelry project,0
Community Engagement Workshop,1
ILT-SS-07-CQ Effective Communication,1
Marketing Strategy Meeting with another department,1
Assignment: Assignment - Effective Communication,1
Plan a spa day at home,0
Study Retreat,1
Go to a Craft Cocktail Workshop,0
Stay informed about advancements in technology relevant to job duties.,1
Contribute ideas and suggestions for process improvements.,1
[Non Mandatory] Company Expose with Kitabisa,0
Attend a Street Dance,0
Attend a Flamenco Dance Show,0
Attend a Pop-Up Restaurant Event,0
Organize a pen pal exchange,0
Creative Brainstorming Session with the team,1
Spend time organizing personal finances or bills during Bangkit sessions.,0
Go to a Holiday Light Show,0
Plan a cultural event,0
Resume writing,1
Create a comic book,0
Radio Bangkit Session #9,0
Go to a Nature Walk,0
Prepare lesson materials for the day.,1
Creative Writing short story submission,1
Try new makeup looks,0
Student Exchange Program,1
Tourism Management itinerary planning,1
[Non Mandatory] Company Expose with Solafune Inc,0
Seek opportunities for hands-on learning experiences.,1
Career Counseling session notes,1
Spend time engaging in personal hobbies or interests during work hours.,0
Forensic Science crime scene reconstruction,1
Plan a community potluck,0
 Sales Team Meeting to Review Weekly Achievements and Challenges,1
Overthink career options within tech industry without taking action.,0
Faculty Development Seminar,1
Spend excessive time on skincare routines instead of studying.,0
Zoology habitat study,1
Attend a Powwow,0
Research Funding Meeting,1
Attend a Historical Reenactment,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 3,1
Plan a costume contest,0
Create a DIY bath bomb,0
#3 Report Learning Progress to Supervisor,1
Digital Media project storyboard,1
Spend time planning elaborate office events or decorations.,0
Actively participate in meetings and contribute valuable insights.,1
Library Research,1
[Non-Mandatory] Cohort Room with Bangkit Team,0
Childhood Education developmental milestone report,1
Online Meeting with friend,0
Attend a Farmers' Market Tour,0
Research Data Analysis Workshop,1
Design Review Meeting with Art Director and Clients,1
Watch a feel-good movie or binge-watch a few episodes of a lighthearted TV show,0
TESOL lesson development,1
Visit a Dog Agility Trial,0
Energy Systems efficiency analysis,1
Spend excessive time planning elaborate lunch outings with colleagues.,0
Organize a virtual study group,0
Sports Management athlete contract review,1
Attend Open Mic Night,0
Workshop completion certificate,1
Attend a Macrame Workshop,0
Attend a Masquerade Ball,0
Plan a historical tour,0
Overemphasize children's academic performance in college admissions processes.,0
Mixed Methods Research design,1
Graduate Thesis Workshop,1
ILT-ML-06-BB TensorFlow in the Real World: Deploying Models Using TF.js TF Lite and TF Serving,1
Attend a Medieval Banquet,0
Attend a Science Fiction Convention,0
Submit Teaching Plans Immediately,1
Organize a virtual reality night,0
Conflict Management mediation plan,1
Spend excessive time planning future coding projects without starting.,0
Journalism article draft,1
Student Panel Discussion,1
Plan a weekend getaway,0
Meeting with Sales Team to Align Marketing Strategies,1
Materials Science stress testing,1
Assignment: Online Learning #03 - Google Data Analytics,1
Read comic book until midnight,0
Sociology field study,1
Build a professional online presence through LinkedIn or personal website.,1
Graduation Ceremony,1
Participate in a Flash Freeze,0
Create a scrapbook,0
Go to a Candlelight Tour,0
Community Meeting,1
Spend excessive time attending educational workshops or seminars without applying learnings.,0
Visit a Farmers' Market,0
Create a custom t-shirt,0
ILT-ML-03-BM Machine Learning Fundamentals: Exploring Supervised Techniques,1
Attend a Soap Making Workshop,0
Plan a community cleanup,0
Plan a charity bake sale,0
hair care at beauty salon,0
"FaceTime with family, catch up on the latest gossip",0
Professional Networking Event,1
Clinical Rotation patient log,1
Heritage Management preservation plan,1
Qualitative Research thematic coding,1
Plan a dance party,0
Submit Your Logbook,1
task about enzyme in your body,1
Training session feedback,1
TV Show Binge-Watching,0
Guest Speaker Session #9 - How to Craft Memorable UI/UX Designs for Maximum Impact,0
Create a book club,0
Professional Conference,1
Campus Engagement Workshop,1
Journalism article draft,1
Internship Fair,1
Conduct Group Discussion in the class,1
[Mandatory] National Onboarding Program MSIB Angkatan 6,1
Go to a Water Park,0
Guest Speaker Session #7 - Building the Future of Business with Artificial Intelligence,0
Quantitative Research statistical analysis,1
Visit a Fairy Garden,0
Respond promptly to emails and other forms of communication.,1
Attend a Medieval Banquet,0
Regulatory Compliance audit,1
Engage in personal shopping or online browsing during work hours.,0
Spend excessive time rearranging office furniture for aesthetic purposes.,0
Leadership Development Session,1
Strategic Management SWOT analysis,1
Organize a music playlist,0
Prepare for technical interviews and assessments.,1
Communicate effectively with colleagues and superiors.,1
Organizational Behavior case study,1
Submit Financial Reports and Presentations for Management,1
Create a virtual tour,0
Plan a mystery dinner,0
Study Group,1
Progress report deadline for product track,1
Criminology theory paper,1
Go to a Puppet Show,0
Attend a Country Fair,0
Assignment: Assignment - Professional Branding & Networking,1
Build relationships with professors or mentors for guidance.,1
Academic Success Workshop,1
#1 Report Learning Progress to Supervisor,1
Spend time excessively adjusting office lighting or temperature.,0
Sort through junk mail and throw away unnecessary flyers.,0
Spend time on personal hobbies or interests during work hours.,0
Spend excessive time planning elaborate study schedules without actually studying.,0
Graduate Fellowship Meeting,1
[Non Mandatory] Company Expose with PT Kalbe Farma,0
Watch funny animal videos on social media.,0
Meet an old friend on the coffee shop,0
Go to a Skateboard Exhibition,0
Organize a car wash fundraiser,0
International Relations policy brief,1
Physics problem set,1
Weekly Consultation for Thesis Proposal,1
Environmental Engineering waste management plan,1
Professional Development plan,1
went to the coffee shop,0
Submit Your Assignment SS-02 Immediately,1
Develop a portfolio showcasing academic and extracurricular achievements.,1
Spend time excessively adjusting office lighting or temperature.,0
Plan a musical jam session,0
Attend a Soap Making Workshop,0
Overschedule children with academic activities during school breaks.,0
Spend time debating trivial decisions with colleagues.,0
Attend a Fashion Pop-Up Shop,0
Student Professional Development,1
Immunology response analysis,1
Engage in extended personal conversations during group projects.,0
Adapt to changes in project scope or objectives.,1
Rearrange desk accessories for aesthetic purposes.,0
Educational Leadership policy review,1
Attend Fashion Show,0
Engage in gossip or drama with classmates.,0
Attend meetings and contribute constructively to discussions.,1
Collaborate with Colleagues on Course Curriculum Development,1
Volunteer Appreciation Event,1
Attend a Brainstorming Session for Future Product Enhancements,1
Volunteer Appreciation Event,1
Create a supportive and nurturing home environment conducive to learning.,1
Spend excessive time worrying about minor mistakes in assignments.,0
Science Communication outreach plan,1
Organize makeup collection,0
Create a daily to-do list,0
Sculpture material study,1
Create a time capsule,0
Career Expo,1
Create a time capsule,0
Corporate Training program outline,1
Graduate Student Orientation,1
Attend a Local History Lecture,0
Bring my friend to the Doctor,0
Spend excessive time on personal grooming during Bangkit sessions.,0
Woodworking project blueprint,1
Go to a Bubble Run,0
Thesis Proposal Defense,1
[Non Mandatory] Capstone Theme Presentation,0
Leadership Skills Workshop,1
Scholarship Interview,1
Marketing research assignment,1
[Mandatory] Empower Your Tomorrow: Unlocking Your Infinite Potential,1
Outreach Program impact report,1
Health Workshop,1
Create a dream journal,0
Play Board Games,0
Obsess over children's performance in extracurricular activities at the expense of academics.,0
Organize a flea market trip,0
Strategic Planning Session for Future Marketing Initiatives,1
Animation sequence planning,1
Arts Management exhibit plan,1
Go to a Balloon Glow,0
Writing Lab,1
Reflect on Weekly Financial Analysis and Set Goals for Next Week in the meeting,1
Departmental Meeting,1
Attend Workshop on Mental Health Awareness,0
Academic Development Session,1
Crisis Communication scenario planning,1
Go to a Craft Cocktail Workshop,0
Analyze Investment Portfolios and Asset Allocation Strategies for the upcoming presentation,1
Organize a backyard sports day,0
Attend a Candle Making Workshop,0
Visit Aquarium,0
Plan a picnic in the park,0
Go to a Handmade Craft Fair,0
Knowledge Management database design,1
Teacher Third Mandatory Meeting,1
Attend Mediation Session for Personal Injury Case,1
Go to a Wine and Paint Night,0
Writing Lab,1
Go to a Book Signing,0
Assignment: Online Learning #08 - TensorFlow: Data and Deployment Specialization,1
Plan a friendship bracelet,0
Attend workshops or seminars to enhance skills.,1
Spend excessive time crafting the perfect out-of-office email message.,0
Assignment: Assignment: Stress Management Adaptability and Resilience,1
Photography portfolio selection,1
Organize a social media takeover,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Health Seminar,1
Negotiation strategy development,1
Career Exploration Session,1
Spend excessive time planning future career paths without taking action.,0
Graduate Assistant Workshop,1
Spend time engaging in extended breaks or personal errands during work hours.,0
Educational Technology tool evaluation,1
Attend Afternoon Staff Meeting,1
Lab Experiment,1
Create Social Media Campaign with the team,1
Attend a Fashion Pop-Up Shop,0
Visit a Local Storytelling Night,0
Spend excessive time planning personal events during work hours.,0
Public Speaking speech outline,1
Plan a backyard camping,0
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 4,1
Sustainable Development impact assessment,1
Digital Media project storyboard,1
Ensure children complete homework assignments on time.,1
Go to a Holiday Light Show,0
Take breaks and practice self-care to avoid burnout.,1
Leadership Conference,1
[Mandatory] Bangkit 2024 Technical Briefing Session,1
Go to a Dog Friendly Cafe,0
Visit Antique Fair,0
Financial Aid Workshop,1
Faculty-Student Collaboration,1
Spend time debating coding best practices with peers.,0
Franchise Management operations manual,1
Assignment: Online Learning #08 - TensorFlow: Data and Deployment Specialization,1
Weekly Consultation 16 - ML-66,1
Spend time engaging in personal hobbies or interests during work hours.,0
Visit a Hot Air Balloon Ride,0
Graduate School Application,1
Early Childhood Education play activity design,1
Obsess over minor details in coding assignments.,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Submit History Assignment 7: American Civil War,1
Campus Tour,1
Attend a Seasonal Fair,0
Listen to your favorite podcast,0
[Mandatory] National Onboarding Program MSIB Angkatan 6,1
Submit Your Logbook,1
ILT-ML-04-AX Mastering Unsupervised Learning and ANN Basics: An Overview,1
Spend excessive time on personal grooming instead of studying.,0
Academic Writing Conference,1
Create a movie review blog,0
Attend a Poetry Slam,0
Recreation Management program schedule,1
Professional Skills Training,1
I attend Webinar on Industry Trends,0
Graduate Seminar,1
Develop a personal brand through online presence and networking.,1
Attend Design Team Collaboration and Peer Feedback Session,1
Go to a Hot Chocolate Bar,0
Research Presentation Preparation,1
Weekly Team Meeting to Discuss Goals and Strategy,1
Attend Food Festival,0
Project brief deadline for product track,1
STEM Education project-based learning plan,1
Plan a digital art project,0
Explore opportunities for research projects or internships in chosen field.,1
Academic Resource Fair,1
Attend a Lunar New Year Festival,0
Seminar Organization speaker coordination,1
Go to a Living History Museum,0
Spend time worrying about future job prospects within tech industry.,0
Visit a Craft Workshop,0
[Mandatory] Capstone Briefing #3: Product Track,1
Environmental Conference,1
Radio Bangkit Session #8,0
Cultural Event,1
Academic Writing Lab,1
Plan a dog walking route,0
[Non Mandatory] Company Expose with GoDentist,0
Recruitment Event,1
Marketing research assignment,1
Binge Watching on new show from Netflix,0
Spend time excessively cleaning or tidying personal workspace.,0
Jewelry design sketch,1
Spend excessive time planning elaborate lunch outings with colleagues.,0
Portfolio compilation,1
Attend a Sunset Cruise,0
Create a DIY face mask,0
Go to a Psychic Reading,0
Renewable Energy feasibility report,1
Create a personal logo,0
[Non Mandatory] Company Expose with Nusantara Beta Studio,0
Collaborate with Accounting Team on Financial Reporting Compliance on meeting,1
Create a fashion blog,0
Communicate openly and honestly with children about academic progress.,1
Educational Research Workshop,1
ILT-SS-07-CQ Effective Communication,1
Assignment: Online Learning #03 - Google Data Analytics,1
Fashion Design sketchbook,1
Franchise Management operations manual,1
Go to a Trampoline Park,0
Attend a Charity Ball,0
Beach Day,0
Spend excessive time planning personal vacations during work hours.,0
Decide to reorganize the kitchen cabinets but give up after 5 minutes.,0
Go to a Flash Parade,0
Spend excessive time rearranging office furniture for aesthetic purposes.,0
Trade Show Coordination vendor outreach,1
Go to a Flash Parade,0
Go Kayaking,0
Mechanical Engineering thermodynamics study,1
Film Studies shot analysis,1
Spend excessive time perfecting code documentation rather than functionality.,0
Strategic Management SWOT analysis,1
Graduate Thesis Workshop,1
Attend a Fall Foliage Tour,0
Sustainability Workshop,1
Printmaking edition planning,1
Spend excessive time lecturing children about the importance of education.,0
Contribute to Bangkit's online community forums and discussions.,1
Uphold ethical standards and integrity in all business dealings.,1
Attend tech conferences or meetups to expand professional network.,1
Mentorship Session feedback report,1
Fold laundry while listening to a podcast.,0
Attend a UFO Conference,0
Plan a digital art project,0
Go Roller Skating,0
STEM Fair,1
Visit Science Museum,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Weekly Consultation 13 - ML-66,1
Hospitality Management guest service analysis,1
Research Proposal Workshop,1
Academic Goal Setting,1
Attend a Silent Disco,0
Watch Movie with Friends,0
Create a personal website,0
Go to a Fringe Festival,0
Plan a haunted house,0
Plan a reading challenge,0
Guest Speaker Session #7 - Building the Future of Business with Artificial Intelligence,0
Go to a Wine and Chocolate Pairing,0
[Non Mandatory] Company Expose with PT Astra Graphia Information Technology,0
Organize a dog show,0
Create a sewing project,0
Oceanography research paper,1
Attend Sports Game,0
Educational Webinar,1
Final Exam,1
Plan a trivia night,0
Visit Science Museum,0
Peer Support Group,1
Organize a volunteer group,0
Visit a Corn Maze,0
Nursing clinical logbook,1
Visit a City Walking Tour,0
Go Horseback Riding,0
Tourism development plan,1
Go to a Circus School,0
Attend a New Age Expo,0
ILT-ML-07-AU TensorFlow Developer Certification Preparation,1
Sports Management athlete contract review,1
Go to a Theme Park,0
Develop leadership skills through campus involvement.,1
"Designing Marketing Collateral (Brochures, Flyers, Posters)",1
Create a personal blog,0
Go to a Cider House,0
Attend HR Leadership Meeting,1
Plan a haunted house,0
Go to the game center with friends,0
Spend excessive time organizing digital files unrelated to work.,0
Plan a mini-golf tournament,0
Attend Team Building Activity,1
Listening to calming music until midnight,0
Shop online for unnecessary items instead of saving money.,0
Practicum Reflection paper,1
Plan a board game tournament,0
Language Proficiency Workshop,1
Research Presentation,1
Organize a community garden,0
Skills Workshop,1
[Bangkit 2024 Batch 1] - Deadline Submission Entrepreneur Track,1
Internship Meeting,1
Attend a UFO Conference,0
Pursue certifications or credentials to enhance marketability.,1
Assignment: Online Learning #06 - DeepLearning.AI TensorFlow Developer Professional Certificate,1
Plan a storytelling session,0
Play Trivia Night,0
Attend a Pop-Up Restaurant Event,0
Go to a Wildlife Safari,0
Make a lunch,0
Language Proficiency Workshop,1
Illustration and Icon Designing for Mobile App Interface,1
[Mandatory] Bangkit 2024 Batch 1 - Student Team Meeting 1,1
Immunology response analysis,1
Organize a game tournament,0
Attend Concert,0
Decide to clean the apartment,0
Career Coaching,1
Woodworking project blueprint,1
One-on-One Meetings with Sales Team Members for Coaching and Feedback,1
ILT-SS-01-CC Growth Mindset and The Power of Feedback,1
Attend a Clown College Performance,0
Go to a Pumpkin Carving Contest,0
Organize a night out,0
Spend time excessively customizing workspace decor.,0
Revise project plan deadline for product track,1
Conduct Interviews for Open Positions,1
Attend a Vintage Car Show,0
Attend Music Festival,0
Create a study schedule and stick to it.,1
Attend Networking Events and Industry Conferences,0
Conference Call with Corporate Client to Discuss Deal Terms,1
Academic Conference Preparation,1
Small Business Management market analysis,1
Community Health Fair,1
Go Ice Skating,0
Spend excessive time planning personal events during work hours.,0
Attend Weekly Team Meeting for Project Updates and Planning,1
Attend a Local Author Reading,0
[Bangkit 2024 Batch 1] - Deadline Submission Entrepreneur Track,1
Organize a nature walk,0
Attend a Poetry Slam,0
Academic Workshop,1
Faculty Office Hours Meeting,1
Cultural Awareness Workshop,1
Plan a backyard BBQ,0
Attend career fairs or recruitment events hosted by Bangkit partners.,1
Overschedule children with extracurricular activities at the expense of free time.,0
Policy Analysis briefing document,1
Language Lab,1
Meeting with External Agencies for Advertising Campaigns,1
Modern Languages translation exercise,1
Shopping grocery,0
Review and Grade Research Papers or Projects,1
Plan a wellness day,0
Paleontology fossil record study,1
Weekly Consultation 3 - ML-66,1
Participate in academic competitions or challenges.,1
Attend a Dog Adoption Event,0
Collaborate with Legal Team on Financial Compliance Matters,1
Go to a Bonsai Workshop,0
Utilize project management tools to track progress and milestones.,1
[Non-Mandatory] Bangkit 2024 Batch 1 Guest Speaker Session #5,0
Educational Research hypothesis testing,1
Innovation Management idea generation,1
Review the plan for next marketing strategy,1
Academic Networking Session,1
Theology doctrine comparison,1
Spend time engaging in office competitions or challenges unrelated to work.,0
Spend excessive time planning the perfect study breaks instead of actually studying.,0
Organize music collection,0
Demonstrate flexibility and adaptability in response to changing priorities.,1
Attend a Drag Show,0
Organize a night out,0
Wedding Planning budget breakdown,1
Meeting with Client to Review Project Handover Procedures,1
Nutrition meal planning assignment,1
Portfolio Review,1
Go to a Craft Fair,0
Attend Art Fair,0
Public Service announcement draft,1
Campus Engagement Workshop,1
Plan a DIY candle-making,0
Plan a family reunion,0
Graduate School Panel,1
Research Methodology Workshop,1
Collaborate with Marketing Team on Promotional Campaigns,1
[Non Mandatory] Capstone Theme Presentation,0
Organize a treasure hunt,0
Participate in extracurricular clubs or organizations related to interests.,1
Assignment: Assignment: Growth Mindset and The Power of Feedback,1
Join a Paint Night,0
Peace Studies conflict resolution plan,1
Meeting with Project Stakeholders to Discuss Progress and Updates,1
Engage in continuous learning through workshops and seminars.,1
Attend Auto Show,0
Go fishing in the river,0
Media Production script breakdown,1
Academic Program Fair,1
Go to a Vineyard Tour,0
Engage in online quizzes or personality tests instead of studying.,0
Bi Weekly Feedback to Mentor #3,1
[Non Mandatory] Company Expose with Algo Network,0
Go to a Skate Park,0
Visit a Fish Fry,0
Plan a hiking trip,0
Join a Virtual Reality Experience,0
Bioinformatics sequence alignment,1
Gerontology aging study,1
Visit a Butterfly Conservatory,0
Spend excessive time planning elaborate lunch outings with colleagues.,0
ILT-EN-02-184 Expressing Opinions,1
Student Research Symposium,1
Keep abreast of industry regulations and compliance standards.,1
Seek opportunities for career advancement and growth within the company.,1
Walking to park with my friends,0
ILT-ML-03-BM Machine Learning Fundamentals: Exploring Supervised Techniques,1
Attend History Lecture,1
Lab Safety Training,1
Encourage children to ask questions and seek help when needed.,1
Bi Weekly Feedback to Mentor #5,1
Visit Botanical Garden,0
Radio Bangkit Session #14,0
Visit a Corn Maze,0
Research Ethics Workshop,1
Cultivate strong relationships with clients and external stakeholders.,1
Visit a Farmers' Market,0
Architecture model construction,1
Student Innovation Workshop,1
Internship Orientation,1
Stay organized with project management tools for group projects.,1
Data Science visualization creation,1
Utilize Bangkit's career services for job search and interview preparation.,1
Organize sports equipment,0
Spend time debating trivial decisions with colleagues.,0
Practice effective time management to balance coursework and extracurricular activities.,1
[Mandatory] Capstone Briefing #2,1
Attending Tech Talk on Latest Industry Trends,0
Research Ethics Workshop,1
Psychology experiment write-up,1
Engage in self-directed learning to supplement Bangkit curriculum.,1
Leadership self-assessment,1
Organize a carpool schedule,0
Education Policy legislative analysis,1
Poetry anthology review,1
Create a photo wall,0
Demography population projection,1
Technology Workshop,1
Advocacy Campaign strategy plan,1
Create a motivational playlist,0
Seek internships or part-time jobs related to career interests.,1
Study Retreat,1
Social Justice Seminar,1
Ethnic Studies community history project,1
Create a movie review blog,0
Social Media Browsing,0
Spend time excessively adjusting office lighting or temperature.,0
[Non-Mandatory] Cohort Room with Bangkit Team,0
Pick up my son from his school,0
Journaling,0
Attend Performance Review Meeting with Individual Team Members,1
Read a few chapters of a book you've been meaning to finish.,0
Browse through a magazine you found lying around.,0
Faculty-Student Luncheon,1
Weekly Consultation Replacement,1
Attend industry talks or panels organized by Bangkit partners.,1
[Mandatory Session] Acara Lepas Sambut Bangkit 2024,1
Econometrics regression analysis,1
Attend Dog Show,0
Writing Workshop,1
Guest Speaker Session #10 - Go Big With Your Capstone Project: Integrating All Technologies to Power Up Your Innovation,0
Service Learning Project,1
Faculty-Student Collaboration,1
Attend Arbitration Hearing for Employment Dispute,1
